Black Body Radiation Experiment Wed, Mar 04, 2020 9:34 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.16423
0.00000	-0.16245
0.00000	-0.16535
0.00000	-0.16551
0.00000	-0.16020
0.00000	-0.16600
0.00000	-0.16084
0.00000	-0.16439
0.00000	-0.16262
0.00000	-0.16101
0.00000	-0.16873
0.00000	-0.16358
0.00000	-0.16567
0.00000	-0.16406
0.00000	-0.16406
0.00000	-0.16423
0.00000	-0.16487
0.00000	-0.16342
0.00000	-0.16197
0.00000	-0.16761
0.00000	-0.16696
0.00000	-0.16165
0.00000	-0.16551
0.00000	-0.16487
0.00000	-0.16487
0.00000	-0.16197
0.00000	-0.16294
0.00000	-0.16535
0.00000	-0.16213
0.00000	-0.16648
0.00000	-0.16423
0.00000	-0.16423
0.00000	-0.16728
0.00000	-0.16664
0.00000	-0.16648
0.00000	-0.16406
0.00000	-0.17050
0.00000	-0.16632
0.00000	-0.16696
0.00000	-0.16905
0.00000	-0.16229
0.00000	-0.16616
0.00000	-0.16278
0.00000	-0.16503
0.00000	-0.16101
0.00000	-0.16938
0.00000	-0.16616
0.00000	-0.16696
0.00000	-0.16455
0.00000	-0.16310
0.00000	-0.16744
0.00000	-0.16793
0.00000	-0.16551
0.00000	-0.16664
0.00000	-0.16487
-0.01035	-0.16648
-0.01035	-0.16310
-0.01035	-0.16551
-0.01035	-0.16728
-0.01035	-0.16954
-0.01035	-0.16793
-0.01035	-0.16036
-0.01035	-0.16664
-0.01035	-0.16777
-0.01035	-0.16455
-0.01035	-0.16632
-0.01035	-0.16809
-0.01035	-0.16777
-0.01035	-0.16567
-0.01035	-0.16439
-0.01035	-0.16809
-0.01035	-0.16954
-0.01035	-0.16744
-0.01035	-0.16245
-0.01035	-0.16825
-0.01035	-0.16149
-0.01035	-0.16519
-0.01035	-0.16744
-0.01035	-0.16841
-0.01035	-0.16954
-0.01035	-0.16278
-0.01035	-0.16326
-0.01035	-0.16342
-0.01035	-0.16728
-0.01035	-0.16471
-0.01035	-0.16358
-0.01035	-0.16583
-0.01035	-0.16423
0.00000	-0.16921
0.00000	-0.16728
0.00000	-0.16583
0.00000	-0.16165
0.00000	-0.16648
0.00000	-0.16712
0.01035	-0.16245
0.01035	-0.16406
0.01035	-0.16374
0.02070	-0.16873
0.02070	-0.16551
0.03104	-0.16310
0.04139	-0.16197
0.07244	-0.16793
0.22766	-0.16921
0.63124	-0.16278
0.95203	-0.16503
1.26248	-0.16406
1.61432	-0.16471
1.99720	-0.16567
2.49392	-0.16326
2.91819	-0.16535
3.34247	-0.17163
3.78744	-0.16616
4.48077	-0.16809
5.09131	-0.16648
5.71220	-0.16278
6.39519	-0.16551
7.08851	-0.16551
7.75080	-0.16535
8.37169	-0.16342
9.07537	-0.16117
9.98601	-0.16310
10.81386	-0.16390
11.81764	-0.16326
12.69724	-0.16503
13.78380	-0.16278
14.93245	-0.16471
15.98796	-0.16229
17.20905	-0.15907
18.19213	-0.14153
19.55809	-0.10805
20.94475	-0.09485
22.19688	-0.10837
23.56284	-0.11626
24.47348	-0.12028
25.27029	-0.13557
26.17059	-0.13461
27.07088	-0.13783
28.05396	-0.14765
28.96460	-0.14829
29.90629	-0.15103
30.80658	-0.15231
