Black Body Radiation Experiment Wed, Mar 04, 2020 9:36 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.32213
0.00000	-0.30764
0.00000	-0.33388
0.00000	-0.33323
0.00000	-0.29686
0.00000	-0.32341
0.00000	-0.31746
0.00000	-0.32019
0.00000	-0.29589
0.00000	-0.31585
0.00000	-0.32261
0.00000	-0.34418
0.00000	-0.30619
0.00000	-0.31649
0.00000	-0.29637
0.00000	-0.31698
0.00000	-0.33146
0.00000	-0.31617
0.00000	-0.30732
0.00000	-0.31681
0.00000	-0.33806
0.00000	-0.31166
0.00000	-0.30184
0.00000	-0.31392
0.00000	-0.34225
0.00000	-0.32003
0.00000	-0.31247
0.00000	-0.31295
0.00000	-0.33516
0.00000	-0.32357
0.00000	-0.28929
0.00000	-0.32277
0.00000	-0.31118
0.00000	-0.33130
0.00000	-0.31955
0.00000	-0.29106
0.00000	-0.31440
0.00000	-0.32567
0.00000	-0.32599
0.00000	-0.31553
0.00000	-0.30571
0.00000	-0.31617
0.00000	-0.33114
0.00000	-0.30941
0.00000	-0.29203
0.00000	-0.31070
0.00000	-0.32921
0.00000	-0.31649
0.00000	-0.29750
0.00000	-0.30748
0.00000	-0.33565
0.00000	-0.32760
0.00000	-0.30587
0.00000	-0.31376
0.00000	-0.29959
0.00000	-0.32245
0.00000	-0.33307
0.00000	-0.29782
0.00000	-0.30120
0.00000	-0.32148
0.00000	-0.31987
0.00000	-0.31585
0.00000	-0.31054
0.00000	-0.32019
0.00000	-0.31778
0.00000	-0.30844
0.00000	-0.28897
0.00000	-0.32325
0.00000	-0.33227
0.00000	-0.31504
0.00000	-0.30603
0.00000	-0.30184
0.00000	-0.33516
0.00000	-0.32229
0.00000	-0.29830
0.00000	-0.29396
0.00000	-0.31746
0.00000	-0.32341
0.00000	-0.30233
0.00000	-0.28945
0.00000	-0.31601
0.00000	-0.32293
0.00000	-0.29975
0.00000	-0.29299
0.00000	-0.29637
0.00000	-0.31021
0.00000	-0.29814
0.00000	-0.30233
0.00000	-0.29396
0.00000	-0.31488
0.00000	-0.32084
0.00000	-0.29106
0.00000	-0.29364
0.00000	-0.32502
0.00000	-0.31746
0.00000	-0.28655
0.00000	-0.30313
0.00000	-0.30603
0.00000	-0.32808
0.00000	-0.30651
0.01035	-0.28816
0.01035	-0.30764
0.01035	-0.31392
0.01035	-0.31875
0.01035	-0.30136
0.01035	-0.29476
0.01035	-0.31955
0.01035	-0.31134
0.01035	-0.29203
0.01035	-0.29959
0.01035	-0.33613
0.01035	-0.32293
0.01035	-0.30603
0.01035	-0.31665
0.01035	-0.29814
0.01035	-0.31134
0.01035	-0.31553
0.01035	-0.29814
0.01035	-0.29396
0.01035	-0.31215
0.01035	-0.31730
0.01035	-0.31971
0.01035	-0.30249
0.02070	-0.30040
0.02070	-0.32470
0.02070	-0.32180
0.02070	-0.30812
0.02070	-0.29396
0.02070	-0.30571
0.02070	-0.32293
0.02070	-0.31520
0.02070	-0.30233
0.02070	-0.29718
0.02070	-0.32068
0.03104	-0.33742
0.03104	-0.30329
0.03104	-0.31070
0.03104	-0.29830
0.03104	-0.31440
0.03104	-0.33098
0.03104	-0.31488
0.03104	-0.30152
0.03104	-0.30812
0.03104	-0.32905
0.04139	-0.31858
0.04139	-0.29396
0.04139	-0.29444
0.04139	-0.31778
0.04139	-0.32019
0.04139	-0.30474
0.04139	-0.30233
0.04139	-0.31166
0.05174	-0.31842
0.05174	-0.30861
0.05174	-0.29669
0.05174	-0.31005
0.06209	-0.32985
0.06209	-0.33355
0.06209	-0.31826
0.07244	-0.30716
0.07244	-0.30410
0.08279	-0.31086
0.08279	-0.32245
0.09313	-0.32132
0.09313	-0.30426
0.11383	-0.30700
0.12418	-0.29959
0.23801	-0.29621
1.07621	-0.30345
1.94546	-0.31649
3.00098	-0.31038
4.01510	-0.30877
5.01888	-0.31842
6.05369	-0.31472
7.05747	-0.30571
7.90602	-0.30716
8.75457	-0.29058
9.62382	-0.29589
10.48272	-0.30700
11.33127	-0.31038
12.12809	-0.30732
12.86281	-0.30490
13.49405	-0.30056
14.21842	-0.30120
14.82897	-0.29299
15.42916	-0.28173
16.05005	-0.27947
16.98139	-0.29911
17.86099	-0.23279
18.53362	-0.16036
19.41322	-0.04318
20.24107	0.02184
21.16206	0.03746
22.02096	0.02056
22.66255	-0.01469
23.25240	-0.06813
23.83190	-0.11320
24.47348	-0.13284
25.09438	-0.14716
25.75666	-0.16262
26.41894	-0.17646
27.18471	-0.18177
27.86769	-0.19674
28.65416	-0.21493
29.33714	-0.22909
30.11325	-0.24921
