Black Body Radiation Experiment Wed, Mar 04, 2020 10:25 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.08494
0.00000	0.09009
0.01035	0.09073
0.01035	0.08977
0.01035	0.09234
0.01035	0.08800
0.01035	0.09170
0.01035	0.08961
0.01035	0.09106
0.01035	0.08671
0.01035	0.09073
0.01035	0.08880
0.01035	0.08719
0.01035	0.09363
0.01035	0.08880
0.01035	0.08864
0.01035	0.09122
0.01035	0.09170
0.01035	0.09186
0.01035	0.08784
0.01035	0.09234
0.01035	0.08896
0.01035	0.08639
0.01035	0.09057
0.01035	0.09411
0.01035	0.09138
0.01035	0.08623
0.01035	0.09009
0.00000	0.09170
0.00000	0.09250
0.00000	0.08896
0.00000	0.08768
0.00000	0.09057
0.00000	0.09427
0.00000	0.08607
-0.01035	0.08880
-0.01035	0.09331
-0.01035	0.08896
-0.02070	0.09106
-0.02070	0.08977
-0.02070	0.08993
-0.03104	0.09250
-0.03104	0.09122
-0.03104	0.09041
-0.03104	0.09250
-0.04139	0.09331
-0.05174	0.09089
-0.06209	0.09057
-0.06209	0.09250
-0.07244	0.08993
-0.07244	0.08880
-0.07244	0.08896
-0.07244	0.08735
-0.07244	0.09057
-0.07244	0.08945
-0.07244	0.08590
-0.07244	0.09073
-0.07244	0.08800
-0.07244	0.09073
-0.07244	0.08896
-0.03104	0.09299
0.23801	0.08945
0.72437	0.08880
1.09691	0.09476
1.34527	0.09025
1.52118	0.09073
1.57293	0.09218
1.57293	0.09524
1.57293	0.09572
1.57293	0.09202
1.56258	0.09508
1.56258	0.09089
1.56258	0.08977
1.56258	0.09202
1.56258	0.08928
1.56258	0.09186
1.57293	0.09234
1.57293	0.09025
1.57293	0.09653
1.57293	0.09234
1.57293	0.08912
1.57293	0.09089
1.57293	0.09186
1.57293	0.09106
1.58327	0.08864
1.58327	0.09363
1.59362	0.09154
1.59362	0.09250
1.60397	0.08945
1.60397	0.09234
1.60397	0.09492
1.61432	0.09524
1.62467	0.08945
1.64536	0.09089
1.69710	0.09492
1.75919	0.09170
1.87302	0.09315
2.00755	0.09250
2.17312	0.09170
2.31800	0.09106
2.45252	0.09621
2.55600	0.09122
2.63879	0.09363
2.68018	0.09041
2.72158	0.09154
2.74227	0.09331
2.76297	0.09556
2.78366	0.09122
2.80436	0.09331
2.81471	0.09299
2.84575	0.09572
2.87680	0.09540
2.90784	0.09508
2.94924	0.09492
3.01133	0.09588
3.08376	0.09057
3.14585	0.09621
3.21829	0.09572
3.28038	0.09701
3.36316	0.09186
3.48734	0.09073
3.55978	0.09588
3.64257	0.09379
3.71500	0.10168
3.79779	0.09588
3.89092	0.09122
3.98406	0.09476
4.07719	0.09444
4.15997	0.09959
4.23241	0.09540
4.31520	0.09765
4.37729	0.09315
4.44972	0.09749
4.53251	0.09910
4.61530	0.09701
4.67738	0.09347
4.73947	0.09605
4.80156	0.09347
4.85330	0.09266
4.90504	0.09524
4.96713	0.09299
5.01888	0.09701
5.06027	0.09588
5.11201	0.09492
5.16375	0.09508
5.22584	0.09637
5.27758	0.09862
5.33967	0.09508
5.40176	0.09765
5.46385	0.09476
5.51559	0.09444
5.57768	0.09444
5.62942	0.09556
5.68116	0.09717
5.75360	0.09830
5.80534	0.09798
5.87778	0.09653
5.93986	0.09540
6.00195	0.09250
6.06404	0.09621
6.12613	0.09299
6.17787	0.09411
6.22961	0.09717
6.28136	0.09846
6.34344	0.09524
6.39519	0.09283
6.44693	0.08993
6.48832	0.09283
6.55041	0.09363
6.60215	0.09749
6.67459	0.09540
6.74702	0.09556
6.79876	0.09814
6.87120	0.09733
6.94364	0.09411
7.02643	0.09605
7.10921	0.09476
7.19200	0.09266
7.28513	0.09444
7.37826	0.09685
7.47140	0.09444
7.56453	0.09572
7.67836	0.09830
7.78184	0.10055
7.91637	0.09460
8.07159	0.09524
8.23716	0.09926
8.42343	0.09556
8.60970	0.09717
8.81666	0.09637
9.02363	0.09701
9.26164	0.09540
9.53069	0.09572
9.75835	0.09717
10.01705	0.09749
10.30680	0.09846
10.57586	0.09975
10.83456	0.09862
11.09327	0.10232
11.30023	0.09943
11.70381	0.09959
11.95217	0.10200
12.21087	0.09798
12.45923	0.09830
12.70758	0.10474
12.92490	0.10715
13.22499	0.11021
13.53544	0.12775
13.89763	0.13339
14.22877	0.15109
14.55991	0.17025
14.88071	0.18328
15.14976	0.20067
15.37742	0.21596
15.59473	0.21789
15.81204	0.22980
15.94657	0.22626
16.11214	0.22932
16.22597	0.23061
16.39154	0.22449
16.60885	0.21918
16.78477	0.21274
16.92965	0.21000
17.09522	0.20340
17.26079	0.19793
17.43671	0.19391
17.59193	0.18457
17.76785	0.17765
17.92308	0.17266
18.07830	0.16622
18.21283	0.15544
18.35770	0.15286
18.52327	0.14417
18.68884	0.14417
18.87511	0.13371
19.04068	0.13371
19.25799	0.12840
19.44426	0.12453
19.66157	0.12212
19.88923	0.11761
20.13759	0.11697
20.38595	0.11246
20.66535	0.10828
20.93440	0.11085
21.21380	0.10699
21.44146	0.10474
21.68982	0.10168
21.90713	0.10264
22.11410	0.10216
22.36245	0.09926
22.59011	0.10345
22.81777	0.10264
23.05578	0.10361
23.31449	0.10232
23.56284	0.10103
23.86294	0.10007
24.20443	0.10087
24.57697	0.10152
24.92880	0.09444
25.27029	0.09653
25.63248	0.09910
25.97397	0.10136
26.39825	0.09605
26.86392	0.09798
27.36063	0.09830
27.86769	0.09347
28.42649	0.09926
28.98530	0.09701
29.51306	0.10152
30.11325	0.09637
