Black Body Radiation Experiment Wed, Mar 04, 2020 10:22 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.13284
0.00000	-0.12865
0.00000	-0.13654
0.00000	-0.12978
0.00000	-0.12399
0.00000	-0.13010
0.00000	-0.12930
0.00000	-0.12881
0.00000	-0.13010
0.00000	-0.12495
0.00000	-0.12833
0.00000	-0.12560
0.00000	-0.12914
0.00000	-0.13123
0.00000	-0.12785
0.00000	-0.12205
0.00000	-0.13203
0.00000	-0.12608
0.00000	-0.13300
0.00000	-0.12688
0.00000	-0.12592
0.00000	-0.12801
0.00000	-0.12656
0.00000	-0.12350
0.00000	-0.12656
0.00000	-0.12656
0.00000	-0.12946
0.00000	-0.12608
0.00000	-0.12608
0.00000	-0.12576
0.00000	-0.12704
0.00000	-0.13139
0.00000	-0.12093
0.00000	-0.12978
0.00000	-0.12785
0.00000	-0.12833
0.00000	-0.12366
0.00000	-0.12720
0.00000	-0.13026
0.00000	-0.12560
0.00000	-0.12576
0.00000	-0.12447
0.00000	-0.12576
0.00000	-0.12946
0.00000	-0.12560
0.00000	-0.12592
0.00000	-0.12656
0.00000	-0.12737
0.00000	-0.12415
0.00000	-0.12608
0.00000	-0.12608
0.00000	-0.12769
0.00000	-0.12447
0.00000	-0.12447
0.00000	-0.13284
0.00000	-0.12849
0.00000	-0.12334
0.00000	-0.13058
0.00000	-0.12930
0.00000	-0.13058
0.00000	-0.12221
0.00000	-0.12479
0.00000	-0.12624
0.00000	-0.12753
0.00000	-0.12672
0.00000	-0.12576
0.00000	-0.12720
0.00000	-0.12608
0.00000	-0.12640
0.00000	-0.12624
0.00000	-0.12769
0.00000	-0.13107
0.00000	-0.13107
0.00000	-0.12849
0.00000	-0.12608
0.00000	-0.12881
0.00000	-0.12865
0.00000	-0.13010
0.00000	-0.13171
0.00000	-0.12495
0.00000	-0.12543
0.00000	-0.12930
0.00000	-0.12898
0.00000	-0.12849
0.00000	-0.12849
0.00000	-0.13380
0.00000	-0.12737
0.00000	-0.12978
0.00000	-0.12785
0.00000	-0.13026
0.00000	-0.13187
0.00000	-0.12865
0.00000	-0.12447
