Black Body Radiation Experiment Wed, Mar 04, 2020 10:04 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.13863
0.00000	-0.14362
0.00000	-0.14073
0.00000	-0.14105
0.00000	-0.14073
0.00000	-0.14732
0.00000	-0.14523
0.00000	-0.13702
0.00000	-0.14250
0.00000	-0.14282
0.00000	-0.14137
0.00000	-0.14346
0.00000	-0.14056
0.00000	-0.14507
0.00000	-0.14620
0.00000	-0.13895
0.00000	-0.14153
0.00000	-0.14411
0.00000	-0.14539
0.00000	-0.13863
0.00000	-0.14137
0.00000	-0.14765
0.00000	-0.14346
0.00000	-0.14427
0.00000	-0.13912
0.00000	-0.14266
0.00000	-0.14282
0.00000	-0.13992
0.00000	-0.13960
0.00000	-0.14411
0.00000	-0.14217
0.00000	-0.13718
0.00000	-0.14056
0.00000	-0.14571
0.00000	-0.14459
0.00000	-0.14282
0.00000	-0.14217
0.00000	-0.14169
0.00000	-0.14282
0.00000	-0.14024
0.00000	-0.14185
0.00000	-0.14298
0.00000	-0.14250
0.00000	-0.13670
0.00000	-0.14282
0.00000	-0.14668
0.00000	-0.14411
0.00000	-0.14491
0.00000	-0.13767
0.00000	-0.14153
0.00000	-0.14298
0.00000	-0.14588
0.00000	-0.14201
0.00000	-0.14411
0.00000	-0.14298
0.00000	-0.14201
0.00000	-0.14233
0.00000	-0.14153
0.00000	-0.14411
0.00000	-0.14201
0.00000	-0.14427
0.00000	-0.14153
0.00000	-0.14378
0.00000	-0.14282
0.00000	-0.14024
0.00000	-0.14507
0.00000	-0.14443
0.00000	-0.14137
0.00000	-0.14073
0.00000	-0.14121
0.00000	-0.14652
0.00000	-0.14233
0.00000	-0.14121
0.00000	-0.14491
0.00000	-0.14588
0.00000	-0.14314
0.00000	-0.13767
0.00000	-0.14330
0.00000	-0.14362
0.00000	-0.14700
0.00000	-0.14008
0.00000	-0.14169
0.00000	-0.14652
0.00000	-0.14137
0.00000	-0.14217
0.00000	-0.14105
0.00000	-0.14974
0.00000	-0.14153
0.00000	-0.14008
0.00000	-0.13863
0.00000	-0.14217
0.00000	-0.14684
0.00000	-0.14105
0.00000	-0.13863
0.00000	-0.14121
0.00000	-0.14346
0.00000	-0.13815
0.00000	-0.13912
0.00000	-0.14394
0.01035	-0.14056
0.01035	-0.14185
0.01035	-0.14394
0.01035	-0.14330
0.01035	-0.14314
0.01035	-0.14201
0.01035	-0.13702
0.01035	-0.13815
0.01035	-0.14588
0.01035	-0.14781
0.01035	-0.13879
0.01035	-0.14105
0.01035	-0.14411
0.01035	-0.14250
0.01035	-0.14491
0.01035	-0.14040
0.01035	-0.14427
0.01035	-0.14394
0.01035	-0.13976
0.01035	-0.13912
0.01035	-0.14185
0.01035	-0.14314
0.01035	-0.14201
0.01035	-0.14411
0.01035	-0.14008
0.01035	-0.14716
0.01035	-0.14266
0.01035	-0.13799
0.01035	-0.14169
0.01035	-0.14491
0.01035	-0.13976
0.01035	-0.13863
0.01035	-0.14153
0.01035	-0.14523
0.01035	-0.13944
0.01035	-0.14105
0.01035	-0.14217
0.01035	-0.14346
0.01035	-0.14121
0.01035	-0.14137
0.01035	-0.14073
0.01035	-0.14668
0.01035	-0.14588
0.01035	-0.14201
0.01035	-0.14523
0.01035	-0.14314
0.02070	-0.13992
0.02070	-0.13912
0.02070	-0.13992
0.02070	-0.14362
0.02070	-0.14298
0.02070	-0.14137
0.02070	-0.13718
0.02070	-0.14137
0.02070	-0.14491
0.02070	-0.14169
0.02070	-0.14121
0.02070	-0.14378
0.02070	-0.14105
0.02070	-0.14105
0.02070	-0.14314
0.02070	-0.14330
0.02070	-0.14700
0.02070	-0.14732
0.02070	-0.14555
0.02070	-0.14040
0.02070	-0.14314
0.02070	-0.14523
0.02070	-0.14604
0.02070	-0.13557
0.02070	-0.14169
0.02070	-0.14185
0.02070	-0.14073
0.02070	-0.13815
0.02070	-0.13783
0.02070	-0.14137
