Black Body Radiation Experiment Wed, Mar 04, 2020 9:29 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.53031
0.00000	0.52790
0.00000	0.52645
0.00000	0.52983
0.00000	0.52741
0.00000	0.52870
0.00000	0.53128
0.00000	0.53095
0.00000	0.52806
0.00000	0.52951
0.00000	0.53047
0.00000	0.52870
0.00000	0.52918
0.00000	0.52967
0.00000	0.52693
0.00000	0.53192
0.00000	0.52355
0.00000	0.52854
0.00000	0.52548
0.00000	0.53128
0.00000	0.53369
0.00000	0.52838
0.00000	0.53256
0.00000	0.52806
0.00000	0.53128
0.00000	0.52629
0.00000	0.53256
0.00000	0.52983
0.00000	0.52757
0.00000	0.52790
0.00000	0.52967
0.00000	0.53095
0.00000	0.52918
0.00000	0.53160
0.00000	0.52757
0.00000	0.53015
0.00000	0.53160
0.00000	0.53144
0.00000	0.53160
0.00000	0.52902
0.00000	0.52935
0.00000	0.53031
0.00000	0.52693
0.00000	0.52741
0.00000	0.53176
0.00000	0.52484
0.00000	0.52902
0.00000	0.53160
0.00000	0.52902
0.00000	0.53031
0.00000	0.53128
0.00000	0.53031
0.00000	0.53224
0.00000	0.52661
0.00000	0.53015
0.00000	0.53079
0.00000	0.53273
0.00000	0.52580
0.00000	0.52822
0.00000	0.52967
0.00000	0.53079
0.00000	0.52886
0.00000	0.52806
0.00000	0.52967
0.00000	0.53128
0.00000	0.53160
0.00000	0.52596
0.00000	0.52693
0.00000	0.52838
0.00000	0.53289
0.00000	0.53079
0.00000	0.52902
-0.01035	0.53144
-0.01035	0.52854
-0.01035	0.52741
-0.01035	0.52951
-0.01035	0.53144
-0.01035	0.53128
-0.01035	0.52902
-0.01035	0.53112
-0.01035	0.52806
-0.01035	0.52902
-0.01035	0.53112
-0.01035	0.52677
-0.01035	0.53031
-0.01035	0.53112
-0.01035	0.52870
-0.01035	0.53160
-0.01035	0.53112
-0.01035	0.52967
-0.01035	0.52387
-0.01035	0.53224
-0.01035	0.53047
-0.01035	0.52774
-0.01035	0.53240
-0.01035	0.53240
-0.01035	0.52774
-0.01035	0.53224
-0.01035	0.52983
-0.01035	0.53160
-0.01035	0.52918
-0.01035	0.52709
-0.01035	0.52596
-0.01035	0.52967
-0.01035	0.53273
-0.01035	0.52870
-0.01035	0.52967
-0.01035	0.53112
-0.01035	0.53112
-0.01035	0.52774
-0.01035	0.52854
-0.01035	0.53031
-0.01035	0.53128
-0.01035	0.52806
-0.01035	0.52629
-0.01035	0.52902
-0.01035	0.53144
-0.01035	0.53047
-0.01035	0.53031
-0.01035	0.52806
-0.01035	0.53079
-0.01035	0.52242
-0.01035	0.53095
-0.01035	0.53095
-0.01035	0.52935
-0.01035	0.52452
-0.01035	0.52806
-0.01035	0.52983
-0.01035	0.52902
-0.01035	0.52806
-0.01035	0.52806
-0.01035	0.53063
-0.01035	0.53047
-0.01035	0.52918
-0.01035	0.52596
-0.01035	0.53047
-0.01035	0.53047
-0.01035	0.53079
-0.01035	0.52677
-0.01035	0.53063
-0.01035	0.52757
-0.01035	0.53095
-0.01035	0.52677
-0.01035	0.52886
-0.01035	0.53031
-0.01035	0.53224
-0.01035	0.53063
-0.01035	0.53015
-0.01035	0.52951
-0.01035	0.53160
-0.01035	0.52918
-0.01035	0.53208
-0.01035	0.53112
-0.01035	0.53015
-0.01035	0.52967
-0.01035	0.52983
-0.01035	0.53095
-0.01035	0.52709
-0.01035	0.52774
-0.01035	0.53240
-0.01035	0.53337
-0.01035	0.52757
-0.01035	0.52516
-0.01035	0.53031
-0.01035	0.53095
-0.01035	0.52886
-0.01035	0.52822
-0.01035	0.53321
-0.01035	0.52790
-0.01035	0.52709
-0.01035	0.52790
-0.01035	0.53482
-0.01035	0.53305
-0.01035	0.53240
-0.01035	0.52822
-0.01035	0.53160
-0.01035	0.52822
-0.01035	0.52661
-0.01035	0.52999
-0.01035	0.53192
-0.01035	0.53562
-0.01035	0.52967
-0.01035	0.53031
-0.01035	0.53047
-0.01035	0.53240
-0.01035	0.53128
-0.01035	0.53015
-0.01035	0.52757
-0.01035	0.53176
-0.01035	0.52790
-0.01035	0.53112
-0.01035	0.53095
-0.01035	0.53208
-0.01035	0.52983
-0.01035	0.53289
-0.01035	0.52854
-0.01035	0.52822
-0.01035	0.53450
0.00000	0.53289
0.00000	0.52967
0.00000	0.52967
0.00000	0.53047
0.00000	0.52596
0.00000	0.52645
0.00000	0.52983
0.00000	0.52935
0.00000	0.52886
0.00000	0.53289
0.01035	0.53321
0.01035	0.53176
0.01035	0.52774
0.01035	0.52870
0.01035	0.53176
0.01035	0.53450
0.01035	0.53289
0.01035	0.52822
0.01035	0.53208
0.01035	0.53385
0.01035	0.52790
0.01035	0.52935
0.01035	0.52709
0.01035	0.52822
0.01035	0.53079
0.01035	0.52886
0.01035	0.52983
0.01035	0.53240
0.01035	0.53079
0.01035	0.53128
0.01035	0.53095
0.01035	0.52967
0.01035	0.53208
0.01035	0.52999
0.01035	0.52999
0.01035	0.53401
0.01035	0.52629
0.01035	0.53176
0.01035	0.53240
0.01035	0.53160
0.01035	0.52741
0.01035	0.52822
0.01035	0.53079
0.01035	0.53337
0.01035	0.52564
0.01035	0.52951
0.01035	0.53176
0.01035	0.53273
0.01035	0.53095
0.01035	0.52822
0.01035	0.53466
0.01035	0.53273
0.01035	0.52596
0.01035	0.52999
0.01035	0.53482
0.01035	0.53063
0.01035	0.52983
0.01035	0.52886
0.01035	0.53079
0.01035	0.52645
0.01035	0.52838
0.01035	0.52806
0.01035	0.53144
0.01035	0.53031
0.02070	0.52999
0.02070	0.52935
0.02070	0.53305
0.03104	0.53224
0.03104	0.53160
0.04139	0.53128
0.04139	0.52339
0.05174	0.52822
0.05174	0.53112
0.06209	0.53144
0.07244	0.53144
0.07244	0.52806
0.08279	0.52580
0.08279	0.53433
0.08279	0.52693
0.09313	0.53047
0.09313	0.53063
0.10348	0.53063
0.11383	0.52918
0.12418	0.53063
0.23801	0.52902
0.99343	0.53305
1.95581	0.53112
2.78366	0.53433
3.39421	0.53144
3.93231	0.53095
4.50147	0.53112
5.08096	0.53482
5.73290	0.53433
6.42623	0.53788
7.11956	0.53450
8.07159	0.53401
8.55796	0.53192
9.10641	0.53466
9.63417	0.53433
10.15158	0.53160
10.71038	0.53289
