Black Body Radiation Experiment Wed, Mar 04, 2020 10:02 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.13203
0.00000	-0.13477
0.00000	-0.13380
0.00000	-0.13718
0.00000	-0.13300
0.00000	-0.13670
0.00000	-0.13541
0.00000	-0.13284
0.00000	-0.13686
0.00000	-0.13799
0.00000	-0.13268
0.00000	-0.13557
0.00000	-0.13123
0.00000	-0.13429
0.00000	-0.13557
0.00000	-0.13171
0.00000	-0.13413
0.00000	-0.12914
0.00000	-0.12994
0.00000	-0.13268
0.00000	-0.13815
0.00000	-0.12914
0.00000	-0.12833
0.00000	-0.13348
0.00000	-0.13091
0.00000	-0.13300
0.00000	-0.13300
0.00000	-0.13316
0.00000	-0.13445
0.00000	-0.13638
-0.01035	-0.13396
-0.01035	-0.13139
-0.01035	-0.12946
-0.01035	-0.13203
-0.01035	-0.13332
-0.01035	-0.13364
-0.01035	-0.12898
-0.01035	-0.13123
-0.01035	-0.13638
-0.01035	-0.12753
-0.01035	-0.12833
-0.01035	-0.12688
-0.01035	-0.13026
0.00000	-0.13123
0.00000	-0.13058
0.00000	-0.12672
0.00000	-0.13219
0.00000	-0.13091
0.00000	-0.13332
0.00000	-0.12914
0.00000	-0.13236
0.00000	-0.13429
0.00000	-0.13268
0.00000	-0.12560
0.00000	-0.12785
0.00000	-0.12624
0.00000	-0.13091
0.00000	-0.13284
0.00000	-0.13010
0.00000	-0.12592
0.00000	-0.13332
0.00000	-0.13203
0.00000	-0.12865
0.00000	-0.12608
0.00000	-0.13010
0.00000	-0.13107
0.00000	-0.13042
0.00000	-0.12833
0.00000	-0.13236
0.00000	-0.13107
0.00000	-0.12801
0.00000	-0.12737
0.00000	-0.13203
0.00000	-0.13236
0.00000	-0.13026
0.00000	-0.12704
0.00000	-0.12962
0.00000	-0.13284
0.00000	-0.12865
0.00000	-0.12576
0.00000	-0.12753
0.00000	-0.13010
0.00000	-0.12978
0.00000	-0.12914
0.00000	-0.12672
0.00000	-0.12495
0.00000	-0.12930
0.00000	-0.13364
0.00000	-0.13123
0.00000	-0.12672
0.00000	-0.12817
0.00000	-0.13123
0.00000	-0.13123
0.00000	-0.12753
0.00000	-0.12576
0.00000	-0.12720
0.00000	-0.12785
0.00000	-0.12704
0.00000	-0.12769
0.00000	-0.12399
0.00000	-0.13123
0.00000	-0.12495
0.00000	-0.13026
0.00000	-0.12447
0.00000	-0.12543
0.00000	-0.13010
0.00000	-0.12769
0.00000	-0.12672
0.00000	-0.12753
0.00000	-0.12495
0.00000	-0.12785
0.00000	-0.12994
0.00000	-0.12318
0.00000	-0.12656
0.00000	-0.12801
0.00000	-0.12801
0.00000	-0.12576
0.00000	-0.12608
0.00000	-0.12672
0.00000	-0.12592
0.00000	-0.12447
0.00000	-0.12576
0.00000	-0.13219
0.00000	-0.12495
0.00000	-0.12463
0.00000	-0.12994
0.00000	-0.13268
0.00000	-0.12608
0.00000	-0.12720
0.00000	-0.12833
0.00000	-0.12624
0.00000	-0.13236
0.00000	-0.12463
0.00000	-0.12543
0.00000	-0.12608
0.00000	-0.13107
0.00000	-0.12720
0.00000	-0.13075
0.00000	-0.12576
0.00000	-0.12930
0.00000	-0.12817
0.00000	-0.12415
0.00000	-0.13348
0.00000	-0.12737
0.00000	-0.12737
0.00000	-0.12334
0.00000	-0.13075
0.00000	-0.12688
0.00000	-0.12817
0.00000	-0.12833
0.00000	-0.12576
0.00000	-0.12608
0.00000	-0.12511
0.00000	-0.12930
0.00000	-0.13026
0.00000	-0.13107
0.00000	-0.12624
0.00000	-0.12624
0.00000	-0.12576
0.00000	-0.12560
0.00000	-0.12560
0.00000	-0.12978
0.00000	-0.12640
0.00000	-0.12576
0.00000	-0.12833
0.00000	-0.12238
0.00000	-0.12608
0.00000	-0.12833
0.00000	-0.12720
0.00000	-0.12688
0.00000	-0.12463
0.00000	-0.12286
0.00000	-0.12865
0.00000	-0.13058
0.00000	-0.12849
0.00000	-0.11948
0.00000	-0.12543
0.00000	-0.12350
0.00000	-0.12753
0.00000	-0.12415
0.00000	-0.12399
0.00000	-0.12543
0.00000	-0.12914
0.00000	-0.12704
0.00000	-0.12495
0.00000	-0.12946
0.00000	-0.13155
0.00000	-0.13026
0.00000	-0.12801
0.00000	-0.12688
0.00000	-0.13026
0.00000	-0.12704
0.00000	-0.12382
0.00000	-0.12286
0.00000	-0.13058
0.00000	-0.12801
0.00000	-0.12173
0.00000	-0.12737
0.00000	-0.12881
0.00000	-0.12753
0.00000	-0.12431
0.00000	-0.12849
0.00000	-0.12930
0.00000	-0.12495
0.00000	-0.12576
0.00000	-0.12978
0.00000	-0.12930
0.00000	-0.12399
0.00000	-0.12431
0.00000	-0.13010
0.00000	-0.12270
0.00000	-0.12817
0.00000	-0.13171
0.00000	-0.12495
0.00000	-0.12205
0.00000	-0.12157
0.00000	-0.12656
0.00000	-0.12495
0.00000	-0.12061
0.00000	-0.12527
0.00000	-0.12560
0.00000	-0.12302
0.00000	-0.12254
0.00000	-0.12270
0.00000	-0.12302
0.00000	-0.11996
0.00000	-0.12350
0.00000	-0.12399
0.00000	-0.12366
0.00000	-0.12254
0.00000	-0.11867
0.00000	-0.12189
0.00000	-0.12318
0.00000	-0.12302
0.00000	-0.12318
0.00000	-0.11867
0.00000	-0.12270
0.00000	-0.12833
0.00000	-0.11819
0.00000	-0.12270
0.00000	-0.12511
0.00000	-0.12109
0.00000	-0.12189
0.00000	-0.12093
0.00000	-0.12447
0.00000	-0.12431
0.00000	-0.11835
0.00000	-0.11980
0.00000	-0.12688
0.00000	-0.11948
0.00000	-0.11916
0.00000	-0.12527
0.00000	-0.11980
0.00000	-0.11803
0.00000	-0.12415
0.00000	-0.12334
0.00000	-0.12302
0.00000	-0.11787
0.00000	-0.12157
0.00000	-0.12270
0.00000	-0.12061
0.00000	-0.12238
0.00000	-0.12109
0.00000	-0.12012
0.00000	-0.12173
0.00000	-0.11594
0.00000	-0.12141
0.00000	-0.12012
0.00000	-0.12511
0.00000	-0.11916
0.00000	-0.11755
0.00000	-0.12238
0.00000	-0.12270
0.00000	-0.12302
0.00000	-0.11497
0.00000	-0.12382
0.00000	-0.12141
0.00000	-0.12592
0.00000	-0.11803
0.00000	-0.11883
0.00000	-0.12463
0.00000	-0.12061
0.00000	-0.11835
0.00000	-0.12366
0.00000	-0.12592
0.00000	-0.12640
0.00000	-0.12109
0.00000	-0.12366
0.00000	-0.12720
0.00000	-0.12431
0.00000	-0.12415
0.00000	-0.12688
0.00000	-0.12447
0.00000	-0.12624
0.00000	-0.12286
0.00000	-0.12769
0.00000	-0.12656
0.00000	-0.12415
