Black Body Radiation Experiment Wed, Mar 04, 2020 9:30 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.53755
0.00000	0.53723
0.00000	0.53804
0.00000	0.54029
0.00000	0.53932
0.00000	0.54061
0.00000	0.54190
0.00000	0.53884
0.00000	0.54190
0.00000	0.53546
0.00000	0.53916
0.00000	0.53771
0.00000	0.54238
0.00000	0.53755
0.00000	0.54110
0.00000	0.54013
0.00000	0.53997
0.00000	0.54351
0.00000	0.53949
0.00000	0.53788
0.00000	0.53836
0.00000	0.53868
0.00000	0.54013
0.00000	0.53788
0.00000	0.53594
0.00000	0.53820
0.00000	0.54126
0.00000	0.54061
0.00000	0.54174
0.00000	0.54110
0.00000	0.54480
0.00000	0.53900
0.00000	0.53546
0.00000	0.53949
0.00000	0.54158
0.00000	0.54158
0.00000	0.54238
0.00000	0.53900
0.00000	0.53788
0.00000	0.53868
0.00000	0.53788
0.00000	0.53965
0.00000	0.53755
0.00000	0.53788
0.00000	0.53788
0.00000	0.54093
0.00000	0.53997
0.00000	0.53916
0.00000	0.53868
0.00000	0.53997
0.00000	0.54013
0.00000	0.53739
0.00000	0.53997
0.00000	0.53852
0.00000	0.53578
0.00000	0.54158
0.00000	0.54077
0.00000	0.54029
0.00000	0.53433
0.00000	0.53981
0.00000	0.53659
0.00000	0.54190
0.00000	0.53981
0.00000	0.53965
0.00000	0.53965
0.00000	0.53949
0.00000	0.54254
0.00000	0.53997
0.00000	0.53868
0.00000	0.54045
0.00000	0.53852
0.00000	0.53997
0.00000	0.54077
0.00000	0.54110
0.00000	0.53594
0.00000	0.53691
0.00000	0.53916
0.00000	0.54142
0.00000	0.53981
0.00000	0.53723
0.00000	0.54126
0.00000	0.53594
0.00000	0.53482
0.00000	0.53691
0.00000	0.53884
0.00000	0.53852
0.00000	0.53932
0.00000	0.53997
0.00000	0.53900
0.00000	0.53627
0.00000	0.53659
0.00000	0.54222
0.00000	0.53771
0.00000	0.53755
0.01035	0.53900
0.01035	0.53981
0.01035	0.54254
0.01035	0.53852
0.01035	0.53884
0.01035	0.53755
0.01035	0.53900
0.01035	0.54174
0.01035	0.54270
0.02070	0.53900
0.02070	0.53916
0.02070	0.53916
0.02070	0.53916
0.03104	0.53852
0.03104	0.53788
0.03104	0.54238
0.03104	0.53578
0.04139	0.53916
0.04139	0.53771
0.06209	0.53755
0.12418	0.53900
0.40358	0.53723
1.02447	0.53852
1.64536	0.54190
2.17312	0.54110
2.69053	0.54335
3.19759	0.53755
3.60117	0.53916
3.97371	0.54319
4.26346	0.53900
4.49112	0.53997
4.70843	0.54013
4.90504	0.53739
5.09131	0.53514
5.23619	0.53627
5.37071	0.53723
5.49489	0.53852
5.62942	0.53691
5.75360	0.53949
5.91917	0.53482
6.08474	0.53852
6.30205	0.53611
6.52971	0.53949
6.76772	0.53771
7.01608	0.53981
7.26443	0.53852
7.51279	0.53932
7.75080	0.53723
8.04055	0.53965
8.34065	0.53594
8.66144	0.53755
8.98223	0.54077
9.27198	0.53353
9.61347	0.54093
10.06879	0.53643
10.47237	0.53723
10.85526	0.53771
11.16570	0.53643
11.51754	0.53820
11.84868	0.53836
12.26261	0.53981
12.60410	0.53691
12.98699	0.53450
13.45265	0.53530
13.86658	0.53562
14.34260	0.53659
14.75653	0.53530
15.25324	0.53530
15.77065	0.53932
16.20528	0.53997
16.70199	0.54383
17.22975	0.54158
17.78855	0.55027
18.36805	0.56218
19.18556	0.58359
20.07550	0.59952
20.90336	0.60226
21.67947	0.59212
22.47628	0.58359
23.00404	0.57441
23.52145	0.57136
24.02851	0.56701
24.60801	0.56411
25.16681	0.55944
25.72562	0.55655
26.30511	0.55542
26.78113	0.55188
27.32959	0.54914
27.85734	0.55124
28.46789	0.54544
29.08878	0.54303
29.69932	0.54544
30.30987	0.54689
30.94111	0.54126
31.59304	0.54110
32.19324	0.54351
32.87622	0.54238
33.49711	0.54190
34.19044	0.54190
34.88377	0.54254
35.44257	0.53723
36.02207	0.53707
36.64296	0.54270
37.32594	0.53932
37.97788	0.53949
38.61947	0.54142
39.31280	0.53498
40.03717	0.53208
40.66841	0.53675
41.62044	0.53514
42.31377	0.53482
42.99675	0.53981
43.72113	0.53611
44.44550	0.53643
45.06639	0.53369
45.73903	0.53128
46.48410	0.53562
47.16708	0.53723
47.88110	0.53289
48.63652	0.53562
49.39194	0.53256
50.09562	0.53514
50.88208	0.53594
51.59611	0.52983
52.29978	0.53433
53.52087	0.53771
54.45221	0.53466
55.30076	0.53353
56.22175	0.53659
57.05995	0.53417
57.97059	0.53305
58.75706	0.53385
59.60561	0.53353
60.47486	0.53546
61.29237	0.53836
62.23405	0.53594
63.13434	0.52999
64.00359	0.53256
64.87284	0.53176
65.72139	0.53691
66.64238	0.53643
67.58407	0.53401
68.51541	0.53981
69.32257	0.53755
70.14007	0.53224
70.83340	0.53482
71.55778	0.53659
72.36494	0.53594
73.25488	0.53723
74.18622	0.53707
74.99338	0.53836
75.82123	0.54126
76.75257	0.54158
77.66321	0.54464
78.57385	0.54270
79.48449	0.54431
80.42618	0.54254
