Black Body Radiation Experiment Wed, Mar 04, 2020 9:53 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.00494
0.00000	0.00929
0.00000	0.00929
0.00000	0.00301
0.00000	0.01106
0.00000	0.00800
0.00000	0.00929
0.00000	0.00993
0.00000	0.00832
0.00000	0.01090
0.00000	0.00929
0.00000	0.00575
0.00000	0.00881
0.00000	0.01042
0.00000	0.00768
0.00000	0.00671
0.00000	0.00478
0.00000	0.00720
0.00000	0.00623
0.00000	0.00961
0.00000	0.00881
0.00000	0.00591
0.00000	0.01042
0.00000	0.00961
0.00000	0.01106
0.00000	0.00848
0.00000	0.00848
0.00000	0.00687
0.00000	0.00897
0.00000	0.00671
0.00000	0.00848
0.00000	0.00510
0.00000	0.00800
0.00000	0.00929
0.00000	0.00897
0.00000	0.01058
0.00000	0.01042
0.00000	0.01235
0.00000	0.00993
0.00000	0.01122
0.00000	0.01009
0.00000	0.00848
0.00000	0.00977
0.00000	0.01154
0.00000	0.00703
0.00000	0.01058
0.00000	0.01058
0.00000	0.01363
0.00000	0.00671
0.00000	0.00430
0.00000	0.00768
0.00000	0.00639
0.00000	0.01058
0.00000	0.01219
0.00000	0.00414
0.00000	0.01058
0.00000	0.01283
0.00000	0.00913
0.00000	0.01235
0.00000	0.01106
0.00000	0.00446
0.00000	0.00993
0.00000	0.01299
0.00000	0.00848
0.00000	0.01138
0.00000	0.00655
0.00000	0.01025
0.00000	0.00768
0.00000	0.00494
0.00000	0.01074
0.00000	0.01106
0.00000	0.00881
0.00000	0.01042
0.00000	0.00961
0.00000	0.00720
0.00000	0.00945
0.01035	0.00945
0.01035	0.00784
0.01035	0.01380
0.01035	0.01074
0.01035	0.00929
0.01035	0.01219
0.01035	0.01042
0.01035	0.00784
0.01035	0.00961
0.01035	0.01202
0.01035	0.01154
0.01035	0.01170
0.01035	0.00881
0.01035	0.00591
0.01035	0.00929
0.01035	0.00961
0.01035	0.01122
0.01035	0.00736
0.01035	0.00913
0.01035	0.00961
0.01035	0.00961
0.01035	0.00720
0.02070	0.00913
0.02070	0.01460
0.02070	0.00752
0.02070	0.01058
0.02070	0.01186
0.02070	0.00639
0.02070	0.01058
0.02070	0.00977
0.02070	0.01363
0.02070	0.01331
0.02070	0.00623
0.02070	0.00929
0.02070	0.00961
0.02070	0.01074
0.02070	0.00913
0.02070	0.01251
0.02070	0.00752
0.02070	0.01090
0.02070	0.01074
0.03104	0.01444
0.03104	0.01170
0.03104	0.00736
0.03104	0.01090
0.03104	0.01009
0.03104	0.01637
0.03104	0.00446
0.03104	0.00559
0.03104	0.01122
0.03104	0.00977
0.03104	0.01540
0.04139	0.00462
0.04139	0.00881
0.04139	0.00929
0.04139	0.01042
0.04139	0.01025
0.04139	0.00736
0.04139	0.01090
0.04139	0.01251
0.04139	0.01363
0.05174	0.01042
0.05174	0.00848
0.05174	0.01170
0.05174	0.00832
0.05174	0.01106
0.06209	0.01170
0.06209	0.00913
0.06209	0.01090
0.06209	0.01202
0.06209	0.01347
0.06209	0.00977
0.06209	0.00897
0.06209	0.01235
0.06209	0.00800
0.07244	0.00864
0.07244	0.00800
0.07244	0.01106
0.07244	0.01380
0.07244	0.01380
0.08279	0.00993
0.08279	0.01380
0.08279	0.01009
0.08279	0.01186
0.08279	0.01444
0.09313	0.00993
0.09313	0.01122
0.09313	0.01074
0.10348	0.00897
0.10348	0.01042
0.10348	0.01219
0.11383	0.01154
0.11383	0.00961
0.12418	0.01025
0.12418	0.00913
0.13453	0.01138
0.14487	0.01138
0.14487	0.01235
0.15522	0.00977
0.15522	0.00864
0.16557	0.01074
0.18627	0.01170
0.19662	0.01524
0.28975	0.01219
0.52776	0.01154
0.79681	0.00848
1.16935	0.01074
1.55223	0.01170
2.04894	0.00848
2.47322	0.01170
2.92854	0.00687
3.35282	0.01186
3.71500	0.01219
3.98406	0.01476
4.17032	0.01251
4.32555	0.01267
4.50147	0.01154
4.61530	0.01492
4.68773	0.01412
4.72913	0.01540
4.76017	0.01605
4.79121	0.01460
4.83261	0.01235
4.86365	0.01267
4.91539	0.01750
4.96713	0.01589
5.03957	0.01090
5.10166	0.00945
5.19479	0.01267
5.30862	0.01380
5.47420	0.01042
5.65012	0.01251
5.82603	0.01476
6.02265	0.00945
6.22961	0.01202
6.45727	0.01299
6.69528	0.01476
6.95399	0.01589
7.26443	0.01508
7.52314	0.01138
7.79219	0.01492
8.10264	0.01911
8.40274	0.01766
8.83736	0.00913
9.14781	0.01299
9.47895	0.01058
9.84113	0.01219
10.19297	0.01058
10.53446	0.01637
10.87595	0.01251
11.19675	0.01106
11.48650	0.01122
11.76590	0.01621
12.02460	0.01766
12.30401	0.01637
12.57306	0.01782
12.83176	0.01557
13.13186	0.01927
13.41126	0.01428
13.75275	0.01685
14.11494	0.01492
14.58061	0.01476
15.03593	0.01927
15.58438	0.01605
16.16388	0.02152
16.82617	0.03182
17.85064	0.05291
19.10277	0.11311
20.36525	0.14900
21.55529	0.13983
22.62116	0.11375
23.26274	0.10345
23.75946	0.09041
24.21478	0.07689
24.60801	0.06804
24.94950	0.06080
25.29099	0.05371
25.63248	0.04679
25.91188	0.04615
26.19128	0.04180
26.46034	0.03874
26.69835	0.03649
26.95705	0.04003
27.17436	0.03231
27.45376	0.03279
27.72282	0.02973
28.04361	0.02555
28.35406	0.02313
28.67485	0.02490
28.98530	0.02377
29.27505	0.02619
29.58549	0.02023
29.98907	0.02313
30.36161	0.02313
